City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Krasnoselkup,RU,2021-05-23 18:17:07,65.7,82.4667,46.15,81,100,15.97
274,Sept-Iles,CA,2021-05-23 18:17:07,50.2001,-66.3821,54.25,44,75,15.01
275,Ondjiva,AO,2021-05-23 18:17:08,-17.0667,15.7333,67.68,31,1,4.83
276,Shizunai,JP,2021-05-23 18:17:08,42.3339,142.3669,50.56,97,100,2.57
277,Kodiak,US,2021-05-23 18:17:08,57.79,-152.4072,47.71,71,1,5.75
278,Chifeng,CN,2021-05-23 18:17:09,42.2683,118.9636,51.08,17,22,14.92
279,Moranbah,AU,2021-05-23 18:17:09,-22.0016,148.0466,58.28,95,1,9.15
280,Richards Bay,ZA,2021-05-23 18:12:40,-28.783,32.0377,64.18,80,2,8.3
281,Tacuati,PY,2021-05-23 18:17:10,-23.45,-56.5833,73.04,21,0,6.82
282,Sar-E Pul,AF,2021-05-23 18:17:10,35.8333,66.1667,61.3,31,0,3.47
283,Abnub,EG,2021-05-23 18:17:10,27.2696,31.1511,82.72,22,0,11.32
284,Severo-Kurilsk,RU,2021-05-23 18:17:11,50.6789,156.125,42.84,65,18,1.63
285,Iquique,CL,2021-05-23 18:14:20,-20.2208,-70.1431,62.64,67,10,4.07
286,Margate,GB,2021-05-23 18:17:11,51.3813,1.3862,56.03,72,100,4.0
287,Kokkola,FI,2021-05-23 18:17:11,63.8385,23.1307,41.94,98,90,3.0
288,La Macarena,CO,2021-05-23 18:17:12,2.1837,-73.7849,80.17,94,81,5.61
289,Sakakah,SA,2021-05-23 18:17:12,29.9697,40.2064,83.77,17,0,15.01
290,Iwanai,JP,2021-05-23 18:17:13,42.9744,140.5089,54.61,100,97,2.95
291,Acarau,BR,2021-05-23 18:17:13,-2.8856,-40.12,85.77,64,20,13.27
292,Karratha,AU,2021-05-23 18:15:00,-20.7377,116.8463,75.38,56,56,12.64
293,Chiltepec,MX,2021-05-23 18:17:13,18.4847,-96.9019,87.66,49,18,6.46
294,Mehran,IR,2021-05-23 18:17:14,33.1222,46.1646,80.08,17,0,15.57
